TIME,AMP,HV,LLD,COUNT
10.0,1.2,701.0,0.6,546.3
10.0,1.2,750.0,0.6,223.63333333333333
10.0,1.2,800.0666666666667,0.6,227.23333333333332
10.0,1.2,850.0,0.6,209.3
10.0,1.2,900.0,0.6,251.26666666666668
10.0,1.2,601.0,0.8000000000000004,608.6333333333333
10.0,1.2,651.0,0.8000000000000004,737.2
10.0,1.2,701.0,0.8000000000000004,671.6
10.0,1.2,750.0,0.8000000000000004,379.2
10.0,1.2,800.0,0.8000000000000004,181.86666666666667
10.0,1.2,601.0,0.4000000000000002,1395.3
10.0,1.2,850.0666666666667,0.7996666666666671,255.16666666666666
10.0,1.2,900.0,0.8000000000000004,274.0
10.0,1.2,601.0,1.0,362.3
10.0,1.2,651.0,1.0,579.0
10.0,1.2,701.0,1.0,579.7333333333333
10.0,1.2,750.0666666666667,1.0,471.23333333333335
10.0,1.2,800.0,1.0,210.36666666666667
10.0,1.2,850.0666666666667,1.0,76.36666666666666
10.0,1.2,900.0,1.0,105.46666666666667
10.0,1.2,601.0,1.2,234.83333333333334
10.0,1.2,651.0,0.4000000000000002,663.2
10.0,1.2,651.0,1.2,391.3
10.0,1.2,701.0,1.2,500.7
10.0,1.2,750.0,1.2,478.1666666666667
10.0,1.2,800.0,1.2,335.8333333333333
10.0,1.2,850.0,1.2,127.36666666666666
10.0,1.2,900.0,1.2,60.333333333333336
10.0,1.2,601.0,1.3999999999999992,146.7
10.0,1.2,651.0,1.3999999999999992,291.43333333333334
10.0,1.2,701.0,1.3999999999999992,444.56666666666666
10.0,1.2,750.0,1.3999999999999992,454.06666666666666
10.0,1.2,701.0,0.4000000000000002,300.23333333333335
10.0,1.2,800.0,1.3999999999999992,380.5
10.0,1.2,850.0,1.3999999999999992,199.76666666666668
10.0,1.2,900.0,1.3999999999999992,72.53333333333333
10.0,1.2,601.0,1.6016666666666675,226.9
10.0,1.2,651.0,1.6006666666666673,240.86666666666667
10.0,1.2,701.0,1.6003333333333343,371.6
10.0,1.2,750.0,1.6000000000000008,423.76666666666665
10.0,1.2,800.0,1.5996666666666675,391.43333333333334
10.0,1.2,850.0,1.599333333333334,275.1666666666667
10.0,1.2,900.0,1.6000000000000008,103.0
10.0,1.2,750.0666666666667,0.4000000000000002,181.5
10.0,1.2,800.0,0.4000000000000002,75.63333333333334
10.0,1.2,850.0,0.4000000000000002,44.7
10.0,1.2,900.0,0.4000000000000002,33.86666666666667
10.0,1.2,601.0,0.6,1049.1333333333334
10.0,1.2,651.0,0.6,965.6333333333333
10.0,1.6,701.0333333333333,0.6,331.1666666666667
10.0,1.6,750.0,0.6,170.8
10.0,1.6,800.0666666666667,0.6,127.73333333333333
10.0,1.6,850.0,0.6,38.8
10.0,1.6,900.0,0.6,26.4
10.0,1.6,601.0,0.8000000000000004,723.1333333333333
10.0,1.6,651.0,0.8000000000000004,741.6666666666666
10.0,1.6,701.0666666666667,0.7996666666666671,554.4
10.0,1.6,750.0,0.8000000000000004,222.66666666666666
10.0,1.6,800.0,0.8000000000000004,179.16666666666666
10.0,1.6,601.0,0.4000000000000002,1108.2
10.0,1.6,850.4,0.8000000000000004,229.4
10.0,1.6,900.0,0.8000000000000004,242.06666666666666
