TIME,AMP,HV,LLD,COUNT
10.0,1.2,701.0666666666667,0.6,1011.8
10.0,1.2,750.0,0.6,679.2333333333333
10.0,1.2,800.2,0.6,256.43333333333334
10.0,1.2,850.0,0.6,159.4
10.0,1.2,900.0666666666667,0.6,116.36666666666666
10.0,1.2,601.0,0.8000000000000004,329.8666666666667
10.0,1.2,651.0,0.8000000000000004,557.7
10.0,1.2,701.0,0.8000000000000004,735.7
10.0,1.2,750.0,0.8000000000000004,723.6666666666666
10.0,1.2,799.9333333333333,0.8000000000000004,480.3666666666667
10.0,1.2,601.0,0.4000000000000002,543.1
10.0,1.2,850.0,0.8000000000000004,176.93333333333334
10.0,1.2,900.0,0.8000000000000004,97.93333333333334
10.0,1.2,601.0,1.0,213.46666666666667
10.0,1.2,651.0,1.0,338.06666666666666
10.0,1.2,701.0,1.0,544.9666666666667
10.0,1.2,750.1333333333333,1.0,578.8666666666667
10.0,1.2,800.0,1.0,511.06666666666666
10.0,1.2,850.0,1.0,302.56666666666666
10.0,1.2,900.0,1.0,117.3
10.0,1.2,601.0,1.2,330.96666666666664
10.0,1.2,651.0,0.4000000000000002,567.3333333333334
10.0,1.2,651.0,1.2,201.6
10.0,1.2,701.0,1.2,320.7
10.0,1.2,750.0666666666667,1.2,468.6
10.0,1.2,799.9333333333333,1.2,467.8666666666667
10.0,1.2,850.0,1.2,363.9
10.0,1.2,900.0,1.2,200.36666666666667
10.0,1.2,601.0,1.3999999999999992,59.333333333333336
10.0,1.2,651.0,1.3999999999999992,116.7
10.0,1.2,701.0,1.3999999999999992,231.03333333333333
10.0,1.2,750.0,1.3999999999999992,369.3
10.0,1.2,701.0,0.4000000000000002,428.06666666666666
10.0,1.2,800.0666666666667,1.3999999999999992,396.8333333333333
10.0,1.2,850.0,1.3999999999999992,372.53333333333336
10.0,1.2,900.0,1.3999999999999992,250.06666666666666
10.0,1.2,601.0,1.6000000000000008,49.3
10.0,1.2,651.0,1.6000000000000008,172.6
10.0,1.2,701.0333333333333,1.6000000000000008,183.83333333333334
10.0,1.2,750.0,1.6000000000000008,258.1333333333333
10.0,1.2,800.0,1.6000000000000008,350.9
10.0,1.2,850.0,1.6000000000000008,359.46666666666664
10.0,1.2,900.0,1.6000000000000008,284.9
10.0,1.2,750.0,0.4000000000000002,162.76666666666668
10.0,1.2,800.0,0.4000000000000002,75.06666666666666
10.0,1.2,850.0,0.4000000000000002,79.5
10.0,1.2,900.0,0.4000000000000002,23.033333333333335
10.0,1.2,601.0,0.6,723.7333333333333
10.0,1.2,651.0,0.5966666666666666,1021.9
10.0,1.6,701.1,0.6,903.2333333333333
10.0,1.6,750.0,0.6,457.0
10.0,1.6,800.0666666666667,0.6,161.2
10.0,1.6,850.0,0.6,138.16666666666666
10.0,1.6,900.0,0.6,55.766666666666666
10.0,1.6,601.0,0.8000000000000004,395.1
10.0,1.6,651.0,0.8000000000000004,681.7333333333333
10.0,1.6,701.0,0.8000000000000004,741.8333333333334
10.0,1.6,750.0,0.8000000000000004,635.5666666666667
10.0,1.6,799.9333333333333,0.8000000000000004,302.0
10.0,1.6,601.0,0.4000000000000002,502.2
10.0,1.6,850.0,0.8000000000000004,109.43333333333334
10.0,1.6,900.0,0.8000000000000004,114.73333333333333
10.0,1.6,601.0,1.0,222.96666666666667
10.0,1.6,651.0,1.0,408.56666666666666
10.0,1.6,701.0,1.0,576.8333333333334
10.0,1.6,750.0,1.0,583.1
10.0,1.6,800.0,1.0,438.3666666666667
10.0,1.6,850.0,1.0,170.56666666666666
10.0,1.6,900.0,1.0,74.16666666666667
10.0,1.6,601.0,1.2,173.8
10.0,1.6,651.0,0.4000000000000002,466.9
10.0,1.6,651.0,1.2,257.3
10.0,1.6,701.0,1.2,410.8333333333333
10.0,1.6,750.0666666666667,1.2,474.6333333333333
10.0,1.6,800.0,1.2,426.7
10.0,1.6,850.0,1.2,264.3
10.0,1.6,900.0,1.2,98.3
10.0,1.6,601.0,1.3999999999999992,322.0
10.0,1.6,651.0,1.3999999999999992,161.1
10.0,1.6,701.0,1.3999999999999992,275.76666666666665
10.0,1.6,750.0,1.3999999999999992,396.4
10.0,1.6,701.0,0.4000000000000002,272.96666666666664
10.0,1.6,800.0666666666667,1.3999999999999992,399.96666666666664
10.0,1.6,850.0,1.3999999999999992,312.9
10.0,1.6,899.8666666666667,1.3999999999999992,141.4
10.0,1.6,601.0,1.6000000000000008,49.733333333333334
10.0,1.6,651.0,1.6000000000000008,116.06666666666666
10.0,1.6,701.0,1.6000000000000008,220.6
10.0,1.6,750.0,1.6000000000000008,323.0
10.0,1.6,800.0666666666667,1.6000000000000008,345.2
10.0,1.6,850.0,1.6000000000000008,311.6333333333333
10.0,1.6,900.0,1.6000000000000008,213.33333333333334
10.0,1.6,750.0,0.4000000000000002,79.3
10.0,1.6,800.0,0.4000000000000002,85.56666666666666
10.0,1.6,850.0,0.4000000000000002,26.333333333333332
10.0,1.6,900.0,0.4000000000000002,15.4
10.0,1.6,601.0,0.6,865.2
10.0,1.6,651.0,0.5966666666666665,1052.0666666666666
10.0,2.0,701.0,0.6,761.9666666666667
10.0,2.0,750.0,0.6,308.4
10.0,2.0,800.0,0.6,158.23333333333332
10.0,2.0,850.0,0.6,116.53333333333333
10.0,2.0,900.0666666666667,0.6,40.6
10.0,2.0,600.9333333333333,0.8000000000000004,456.03333333333336
10.0,2.0,651.0,0.8000000000000004,722.8666666666667
10.0,2.0,701.0,0.8000000000000004,730.2
10.0,2.0,750.0,0.8000000000000004,532.4333333333333
10.0,2.0,800.0,0.8000000000000004,181.8
10.0,2.0,601.0,0.4000000000000002,429.53333333333336
10.0,2.0,850.0,0.8000000000000004,102.06666666666666
10.0,2.0,900.0,0.8000000000000004,93.7
10.0,2.0,601.0,1.0,290.96666666666664
10.0,2.0,651.0,1.0,486.03333333333336
10.0,2.0,701.0,1.0,574.1
10.0,2.0,750.0,1.0,557.1333333333333
10.0,2.0,800.0,1.0,320.4
10.0,2.0,850.0,1.0,105.36666666666666
10.0,2.0,900.0,1.0,86.1
10.0,2.0,601.0,1.2,157.53333333333333
10.0,2.0,651.0,0.4000000000000002,358.96666666666664
10.0,2.0,651.0,1.2,300.5
10.0,2.0,701.0,1.2,455.1666666666667
10.0,2.0,750.0,1.2,475.73333333333335
10.0,2.0,800.0,1.2,372.1
10.0,2.0,850.0,1.2,176.4
10.0,2.0,899.3333333333334,1.2,63.333333333333336
10.0,2.0,601.0,1.3999999999999992,195.7
10.0,2.0,651.0,1.3999999999999992,200.83333333333334
10.0,2.0,701.0,1.3999999999999992,343.2
10.0,2.0,750.0,1.3999999999999992,389.1
10.0,2.0,701.0,0.4000000000000002,166.06666666666666
10.0,2.0,800.2,1.3999999999999992,369.3
10.0,2.0,850.0,1.3999999999999992,250.66666666666666
10.0,2.0,900.0,1.3999999999999992,90.13333333333334
10.0,2.0,601.0,1.6000000000000008,302.8
10.0,2.0,651.0,1.6000000000000008,158.06666666666666
10.0,2.0,701.0333333333333,1.6000000000000008,241.8
10.0,2.0,750.0,1.6000000000000008,344.8666666666667
10.0,2.0,800.0,1.6000000000000008,345.3333333333333
10.0,2.0,850.0,1.6000000000000008,267.2
10.0,2.0,899.7333333333333,1.6000000000000008,134.66666666666666
10.0,2.0,750.0,0.4000000000000002,46.266666666666666
10.0,2.0,800.0,0.4000000000000002,76.63333333333334
10.0,2.0,850.0,0.4000000000000002,16.3
10.0,2.0,900.0,0.4000000000000002,10.233333333333333
10.0,2.0,601.0,0.6,955.7333333333333
10.0,2.0,651.0,0.5956666666666666,1036.2666666666667
10.0,2.4,701.0,0.6,619.6
10.0,2.4,750.0,0.6,211.3
10.0,2.4,800.0,0.6,146.16666666666666
10.0,2.4,850.0,0.6,83.13333333333334
10.0,2.4,900.0,0.6,34.56666666666667
10.0,2.4,600.7333333333333,0.8000000000000004,533.3666666666667
