TIME,AMP,HV,LLD,COUNT
10.0,1.2,701.0,0.6,1079.8666666666666
10.0,1.2,750.0,0.6,728.4666666666667
10.0,1.2,800.0,0.6,274.9
10.0,1.2,850.0,0.6,171.0
10.0,1.2,900.0,0.6,122.96666666666667
10.0,1.2,601.0,0.8000000000000004,369.26666666666665
10.0,1.2,651.0,0.8000000000000004,603.2666666666667
10.0,1.2,700.9333333333333,0.8000000000000004,787.8
10.0,1.2,750.0,0.8000000000000004,765.0666666666667
10.0,1.2,800.0,0.8000000000000004,523.7333333333333
10.0,1.2,600.6666666666666,0.4000000000000002,535.1333333333333
10.0,1.2,850.0,0.8000000000000004,202.16666666666666
10.0,1.2,900.0,0.8000000000000004,107.26666666666667
10.0,1.2,601.0,1.0,209.26666666666668
10.0,1.2,651.0,1.0,368.1666666666667
10.0,1.2,701.1333333333333,1.0,580.0333333333333
10.0,1.2,749.9666666666667,1.0,622.5333333333333
10.0,1.2,800.0,1.0,566.3666666666667
10.0,1.2,850.2,1.0,346.6
10.0,1.2,900.0,1.0,141.06666666666666
10.0,1.2,601.0,1.2,375.3333333333333
10.0,1.2,651.0,0.4000000000000002,541.5333333333333
10.0,1.2,651.0,1.2,240.26666666666668
10.0,1.2,701.0,1.2,366.03333333333336
10.0,1.2,750.0,1.2,532.7333333333333
10.0,1.2,800.0,1.2,537.3
10.0,1.2,850.0,1.2,443.73333333333335
10.0,1.2,900.0,1.2,255.66666666666666
10.0,1.2,601.0,1.3999999999999992,74.3
10.0,1.2,651.0,1.3999999999999992,155.56666666666666
10.0,1.2,701.0,1.3999999999999992,283.53333333333336
10.0,1.2,750.0,1.3999999999999992,434.53333333333336
10.0,1.2,701.0,0.4000000000000002,394.5
10.0,1.2,800.0,1.3999999999999992,499.96666666666664
10.0,1.2,850.0,1.3999999999999992,463.73333333333335
10.0,1.2,900.0,1.3999999999999992,347.8666666666667
10.0,1.2,601.0,1.6000000000000008,64.33333333333333
10.0,1.2,651.0,1.600333333333334,358.03333333333336
10.0,1.2,701.0,1.6000000000000008,240.76666666666668
10.0,1.2,750.0,1.600333333333334,332.56666666666666
10.0,1.2,799.6,1.6000000000000008,466.8333333333333
10.0,1.2,850.0,1.6000000000000008,483.2
10.0,1.2,900.0,1.6010000000000006,395.6333333333333
10.0,1.2,750.0,0.4000000000000002,140.83333333333334
10.0,1.2,799.6,0.4000000000000002,73.6
10.0,1.2,850.0,0.4000000000000002,65.66666666666667
10.0,1.2,900.0,0.4000000000000002,22.533333333333335
10.0,1.2,601.0,0.6,811.6333333333333
10.0,1.2,651.0,0.6,1110.1333333333334
10.0,1.6,701.0,0.6,969.1666666666666
10.0,1.6,750.0666666666667,0.6,486.8333333333333
10.0,1.6,800.0,0.6,185.96666666666667
10.0,1.6,850.0,0.6,146.33333333333334
10.0,1.6,900.0,0.6,64.03333333333333
10.0,1.6,601.0,0.8000000000000004,436.46666666666664
10.0,1.6,651.0,0.8000000000000004,723.2
10.0,1.6,700.8666666666667,0.8000000000000004,783.7666666666667
10.0,1.6,750.0,0.8000000000000004,670.1
10.0,1.6,800.0,0.8000000000000004,331.43333333333334
10.0,1.6,600.2666666666667,0.4000000000000002,476.0
10.0,1.6,850.0,0.8000000000000004,121.4
10.0,1.6,900.0,0.8000000000000004,131.03333333333333
10.0,1.6,601.0,1.0,243.8
10.0,1.6,651.0,1.0,427.76666666666665
10.0,1.6,701.1333333333333,1.0,607.1
10.0,1.6,750.0,1.0,613.2
10.0,1.6,800.0,1.0,465.73333333333335
10.0,1.6,850.4,1.0,195.83333333333334
10.0,1.6,899.8,1.0,86.73333333333333
10.0,1.6,601.0,1.2,183.43333333333334
10.0,1.6,651.0,0.4000000000000002,437.0
10.0,1.6,651.0,1.2,279.06666666666666
10.0,1.6,701.0,1.2,427.4
