TIME,AMP,HV,LLD,COUNT
10.0,1.2,701.0,0.5996666666666666,1048.0
10.0,1.2,750.0,0.5996666666666666,906.9333333333333
10.0,1.2,800.0,0.5993333333333333,465.96666666666664
10.0,1.2,850.0,0.5996666666666666,207.26666666666668
10.0,1.2,900.0,0.5996666666666666,219.0
10.0,1.2,601.0,0.799666666666667,259.03333333333336
10.0,1.2,651.0,0.8000000000000004,452.3
10.0,1.2,701.0,0.8000000000000004,706.6333333333333
10.0,1.2,750.0,0.8000000000000004,743.4
10.0,1.2,800.0,0.7996666666666671,630.4333333333333
10.0,1.2,600.9333333333333,0.39500000000000013,1646.0666666666666
10.0,1.2,850.0,0.7993333333333337,323.43333333333334
10.0,1.2,900.0,0.8000000000000004,121.1
10.0,1.2,601.0,1.0,361.8666666666667
10.0,1.2,651.0,1.0,269.2
10.0,1.2,701.0,1.0,438.6
10.0,1.2,750.0,1.0,577.4333333333333
10.0,1.2,800.0,1.0,593.6333333333333
10.0,1.2,850.0,1.0,448.46666666666664
10.0,1.2,899.8,1.0,227.33333333333334
10.0,1.2,601.0,1.2003333333333333,77.1
10.0,1.2,651.0666666666667,0.39566666666666683,1705.1
10.0,1.2,651.0,1.2,147.96666666666667
10.0,1.2,701.0,1.2003333333333333,278.96666666666664
10.0,1.2,750.0,1.2,444.2
10.0,1.2,800.0,1.2,488.4
10.0,1.2,850.0,1.2,466.23333333333335
10.0,1.2,900.0,1.2,348.7
10.0,1.2,601.0,1.3999999999999992,64.63333333333334
10.0,1.2,651.0,1.3999999999999992,324.6333333333333
10.0,1.2,701.0,1.3999999999999992,211.96666666666667
10.0,1.2,750.0,1.399666666666666,326.76666666666665
10.0,1.2,700.8,0.4000000000000002,1121.0333333333333
10.0,1.2,800.0,1.3999999999999992,445.8666666666667
10.0,1.2,849.9333333333333,1.4003333333333325,458.3
10.0,1.2,900.0,1.3999999999999992,386.2
10.0,1.2,601.0,1.6000000000000008,46.5
10.0,1.2,651.0,1.6000000000000008,264.1666666666667
10.0,1.2,701.0,1.6000000000000008,157.73333333333332
10.0,1.2,750.0,1.6003333333333343,251.2
10.0,1.2,799.8666666666667,1.6000000000000008,388.6
10.0,1.2,850.0,1.6000000000000008,422.76666666666665
10.0,1.2,900.0,1.6006666666666676,405.76666666666665
10.0,1.2,750.0,0.4000000000000002,528.2666666666667
10.0,1.2,800.0,0.4000000000000002,252.56666666666666
10.0,1.2,850.0,0.4000000000000002,166.33333333333334
10.0,1.2,900.0,0.4000000000000002,74.96666666666667
10.0,1.2,601.0,0.5993333333333334,585.4
10.0,1.2,651.0,0.6,888.9
10.0,1.6,701.0,0.5996666666666666,1012.7
10.0,1.6,750.0,0.5996666666666666,713.8
10.0,1.6,799.9333333333333,0.5986666666666666,263.3666666666667
10.0,1.6,850.0,0.6,159.43333333333334
10.0,1.6,900.0,0.5996666666666666,114.76666666666667
10.0,1.6,601.0,0.8000000000000004,312.7
10.0,1.6,651.0,0.8000000000000004,571.1666666666666
10.0,1.6,701.0,0.8000000000000004,745.0666666666667
10.0,1.6,750.0,0.8000000000000004,729.6
10.0,1.6,800.0,0.7990000000000003,482.43333333333334
10.0,1.6,600.6666666666666,0.3960000000000002,1750.6333333333334
10.0,1.6,850.0,0.7996666666666671,201.96666666666667
10.0,1.6,900.0,0.8000000000000004,176.06666666666666
10.0,1.6,601.0,1.0,189.76666666666668
10.0,1.6,651.0,1.0,330.56666666666666
10.0,1.6,701.0333333333333,1.0,540.0666666666667
10.0,1.6,750.0,1.0,583.3333333333334
10.0,1.6,800.0,1.0,529.9666666666667
10.0,1.6,850.0,1.0,322.1
10.0,1.6,899.2,1.0,122.43333333333334
10.0,1.6,601.0,1.2,326.76666666666665
10.0,1.6,651.0,0.39266666666666683,1508.4
10.0,1.6,651.0,1.2,207.1
10.0,1.6,701.0,1.2,320.8666666666667
10.0,1.6,750.0,1.2003333333333333,457.03333333333336
10.0,1.6,800.0,1.2,479.26666666666665
10.0,1.6,850.0,1.2,385.23333333333335
10.0,1.6,900.0,1.2,212.0
10.0,1.6,601.0,1.399666666666666,62.63333333333333
10.0,1.6,651.0,1.3999999999999992,116.33333333333333
10.0,1.6,701.0,1.3999999999999992,246.26666666666668
10.0,1.6,750.0,1.399666666666666,385.6333333333333
10.0,1.6,700.8666666666667,0.4000000000000002,814.9
10.0,1.6,800.0,1.3999999999999992,422.1
10.0,1.6,849.8,1.4003333333333325,394.93333333333334
10.0,1.6,900.0,1.3999999999999992,277.76666666666665
10.0,1.6,601.0,1.6000000000000008,55.666666666666664
10.0,1.6,651.0,1.6000000000000008,165.06666666666666
10.0,1.6,701.0,1.6000000000000008,193.13333333333333
10.0,1.6,750.0,1.6000000000000008,278.03333333333336
10.0,1.6,799.8666666666667,1.6000000000000008,385.23333333333335
10.0,1.6,850.0,1.6000000000000008,395.06666666666666
10.0,1.6,900.0,1.6000000000000008,322.6666666666667
10.0,1.6,750.0,0.4000000000000002,343.76666666666665
10.0,1.6,800.0,0.4000000000000002,193.0
10.0,1.6,850.0,0.4000000000000002,125.66666666666667
10.0,1.6,900.0,0.4000000000000002,52.0
10.0,1.6,601.0,0.6,714.0
10.0,1.6,650.9333333333333,0.6,999.5333333333333
10.0,2.0,701.0,0.6,950.8
10.0,2.0,750.0,0.5980000000000001,529.4333333333333
10.0,2.0,800.0,0.6,192.53333333333333
10.0,2.0,850.0,0.5996666666666666,138.13333333333333
10.0,2.0,900.0,0.5993333333333334,67.83333333333333
10.0,2.0,601.0,0.8000000000000004,377.8
10.0,2.0,651.0,0.8000000000000004,650.2
10.0,2.0,701.0,0.799666666666667,749.4333333333333
10.0,2.0,750.0,0.8000000000000004,664.9333333333333
10.0,2.0,800.0,0.799666666666667,342.4
10.0,2.0,600.8,0.39433333333333337,1785.7666666666667
10.0,2.0,850.0,0.7993333333333337,119.03333333333333
10.0,2.0,900.0,0.799666666666667,111.2
10.0,2.0,601.0,1.0,210.0
10.0,2.0,651.0,1.0,382.56666666666666
10.0,2.0,701.0,1.0,565.0666666666667
10.0,2.0,750.0,1.0,588.1
10.0,2.0,800.0,1.0,467.53333333333336
10.0,2.0,850.0,1.0,232.4
10.0,2.0,899.2,1.0,146.86666666666667
10.0,2.0,601.0,1.2,281.6
10.0,2.0,651.0,0.39466666666666683,1293.0666666666666
10.0,2.0,651.0,1.2,253.9
10.0,2.0,701.0,1.2003333333333333,389.2
10.0,2.0,750.0,1.2,462.8666666666667
10.0,2.0,800.0,1.2,441.56666666666666
10.0,2.0,850.0,1.2,305.93333333333334
10.0,2.0,899.9333333333333,1.2,125.83333333333333
10.0,2.0,601.0,1.3999999999999992,277.96666666666664
10.0,2.0,651.0,1.399666666666666,154.86666666666667
10.0,2.0,701.0,1.3999999999999992,263.23333333333335
10.0,2.0,750.0,1.3993333333333327,391.1
10.0,2.0,700.8666666666667,0.4000000000000002,611.0666666666667
10.0,2.0,800.0,1.3999999999999992,412.53333333333336
10.0,2.0,849.8666666666667,1.3999999999999992,340.73333333333335
10.0,2.0,900.0,1.3999999999999992,174.76666666666668
10.0,2.0,601.0,1.6000000000000008,50.8
10.0,2.0,651.0,1.6000000000000008,109.8
